database/_name,database/__text,source-app/_name,source-app/__text,ref-type/_name,ref-type/__text,contributors/authors/author/0,contributors/authors/author/1,contributors/authors/author/2,contributors/authors/author/3,contributors/authors/author/4,contributors/authors/author/5,titles/title,periodical/full-title,pages,dates/year,dates/pub-dates/date,publisher,remote-database-name,urls/pdf-urls/url/0,urls/text-urls/url/0,custom3,contributors/authors/author/6,titles/secondary-title,volume,number,issue,titles/short-title,urls/text-urls/url/1,research-notes,custom2,contributors/authors/author/7,contributors/authors/author/8,contributors/authors/author/9,work-type,misc2,keywords/keyword/0,keywords/keyword/1,keywords/keyword/2,keywords/keyword/3,keywords/keyword/4,keywords/keyword/5,keywords/keyword/6,keywords/keyword/7,keywords/keyword/8,keywords/keyword/9,keywords/keyword/10,keywords/keyword/11,keywords/keyword/12,keywords/keyword/13,keywords/keyword/14,keywords/keyword/15,keywords/keyword/16,keywords/keyword/17,keywords/keyword/18,keywords/keyword/19,keywords/keyword/20,keywords/keyword/21,keywords/keyword/22,keywords/keyword/23,keywords/keyword/24,keywords/keyword/25,keywords/keyword/26,keywords/keyword/27,keywords/keyword/28,electronic-resource-num,abstract,keywords/keyword/29,keywords/keyword/30,keywords/keyword/31,keywords/keyword/32,keywords/keyword/33,keywords/keyword/34,keywords/keyword/35,keywords/keyword/36,keywords/keyword/37,keywords/keyword/38,keywords/keyword/39,keywords/keyword/40,keywords/keyword/41,keywords/keyword/42,urls/web-urls/url/0,access-date,isbn,custom1,misc1,language,contributors/authors/author/10,periodical/abbr-1,contributors/secondary-authors/author/0,contributors/secondary-authors/author/1,titles/tertiary-title,pub-location,keywords/keyword/43,keywords/keyword/44,contributors/secondary-authors/author/2,contributors/secondary-authors/author/3,contributors/secondary-authors/author/4,contributors/secondary-authors/author/5,contributors/secondary-authors/author/6,contributors/secondary-authors/author/7,contributors/secondary-authors/author/8,contributors/secondary-authors/author/9,contributors/secondary-authors/author/10,contributors/secondary-authors/author/11,contributors/authors/author/11,contributors/authors/author/12,contributors/authors/author/13,contributors/authors/author/14,contributors/authors/author/15,contributors/authors/author/16,contributors/authors/author/17,contributors/authors/author/18,contributors/authors/author/19,contributors/authors/author/20,contributors/authors/author/21,contributors/authors/author/22,contributors/authors/author/23,contributors/tertiary-authors/author/0
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Siregar, H. P.",,,,,,Simulation of power consumption for walking robot,"Proceedings of the Fifth International Workshop on Robot Motion and Control, 2005. RoMoCo'05.",27–32,2005,2005,IEEE,Google Scholar,,C:\Users\StanS\Zotero\storage\DRXA7JFC\1554375.html,"Proceedings of the Fifth International Workshop on Robot Motion and Control, 2005. RoMoCo'05.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"He, Yingxin","Tatsuno, Kyouichi",,,,,An Example of Open Robot Controller Architecture-For Power Distribution Line Maintenance Robot System,"World Academy of Science, Engineering and Technology",266–271,2008,2008,,Google Scholar,C:\Users\StanS\Zotero\storage\WSH32LID\He and Tatsuno - 2008 - An Example of Open Robot Controller Architecture-F.pdf,,,,"World Academy of Science, Engineering and Technology",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Vergnano, Alberto","Thorstensson, Carl","Lennartson, Bengt","Falkman, Petter","Pellicciari, Marcello","Yuan, Chengyin",Embedding detailed robot energy optimization into high-level scheduling,2010 IEEE International Conference on Automation Science and Engineering,386–392,2010,2010,IEEE,Google Scholar,,C:\Users\StanS\Zotero\storage\U5KGANWR\5584686.html,2010 IEEE International Conference on Automation Science and Engineering,"Biller, Stephan",,,,,,,,,"Leali, Francesco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"Embon, Lisandro","Hazan, Moshe","Madvil, Rahav",,,,Energy and cycle time efficiency based method for robot positioning,,,2018,mar 20 2018,,,C:\Users\StanS\Zotero\storage\MRF5D92G\Embon et al. - 2018 - Energy and cycle time efficiency based method for .pdf,C:\Users\StanS\Zotero\storage\PVEBE7BH\en.html,,,,,,,,,"US Patent 9,922,144",mar 20 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Tsukahara, Kiyoshi","Tanaka, Yorihiko","Sawa, Kazuhide","He, Yingxin","Tatematsu, Hiroki","Kaji, Yoshihiro",Computer graphics simulator for a power distribution line maintenance robot,2006 IEEE/RSJ International Conference on Intelligent Robots and Systems,5159–5164,2006,2006,IEEE,Google Scholar,,C:\Users\StanS\Zotero\storage\96QZHIUI\4059242.html,2006 IEEE/RSJ International Conference on Intelligent Robots and Systems,"Tatsuno, Kyouichi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Hardt, Michael","Kreutz-Delgado, Kenneth","Helton, J. William",,,,Minimal energy control of a biped robot with numerical methods and a recursive symbolic dynamic model,Proceedings of the 37th IEEE Conference on Decision and Control (Cat. No. 98CH36171),413–416,1998,1998,IEEE,Google Scholar,C:\Users\StanS\Zotero\storage\L33KCFFI\Hardt et al. - 1998 - Minimal energy control of a biped robot with numer.pdf,C:\Users\StanS\Zotero\storage\M89VG4GB\760710.html,Proceedings of the 37th IEEE Conference on Decision and Control (Cat. No. 98CH36171),,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Schmidt, Bernard","Mohammed, Abdullah","Wang, Lihui",,,,Minimising energy consumption for robot arm movement,Adv Manuf Eng Technol (NEWTECH),125–34,2013,2013,,Google Scholar,C:\Users\StanS\Zotero\storage\GXK9M98W\Schmidt et al. - 2013 - Minimising energy consumption for robot arm moveme.pdf,,,,Adv Manuf Eng Technol (NEWTECH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Barzegaran, M. R.","Zargarzadeh, Hassan","Mohammed, O. A.",,,,Wireless power transfer for electric vehicle using an adaptive robot,IEEE Transactions on Magnetics,1–4,2017,2017,,Google Scholar,,C:\Users\StanS\Zotero\storage\IMX3NJ3H\7843644.html,,,IEEE Transactions on Magnetics,53,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Umemura, Atushi","Saito, Yukio","Fujisaki, Koichi",,,,A study on power-assisted rehabilitation robot arms operated by patient with upper limb disabilities,2009 IEEE International Conference on Rehabilitation Robotics,451–456,2009,2009,IEEE,Google Scholar,,C:\Users\StanS\Zotero\storage\4QIII89Q\5209512.html,2009 IEEE International Conference on Rehabilitation Robotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Zhou, W. U.","Yan-jun, FANG",,,,,Research and Design of Electromagnetic Navigation System of Power Transmission Line Inspection Robot [J],High Voltage Engineering,,2008,2008,,Google Scholar,,C:\Users\StanS\Zotero\storage\8NGZ83J4\CJFDTotal-GDYJ200809034.html,,,High Voltage Engineering,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Lespérance, Éric","Desbiens, Alexis Lussier","Roux, M.-A.","Lavoie, M.-A.","Fauteux, Philippe",,Design of a small and low-cost power management unit for a cockroach-like running robot,2005 IEEE/RSJ International Conference on Intelligent Robots and Systems,2387–2392,2005,2005,IEEE,Google Scholar,,C:\Users\StanS\Zotero\storage\DQ72L3PW\1545595.html,2005 IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Book Section,5,"Bhounsule, Pranav A.","Cortell, Jason","Ruina, Andy",,,,"Design and control of Ranger: an energy-efficient, dynamic walking robot",Adaptive Mobile Robotics,441–448,2012,2012,World Scientific,Google Scholar,"C:\Users\StanS\Zotero\storage\JTUXNQN9\Bhounsule et al. - 2012 - Design and control of Ranger an energy-efficient,.pdf",C:\Users\StanS\Zotero\storage\XN2N7M8W\9789814415958_0057.html,,,Adaptive Mobile Robotics,,,,Design and control of Ranger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Begum, N. Firthous","Vignesh, P.",,,,,Autonomous android controlled robot design using wireless energy,International Journal of Innovative Research in Advanced Engineering,87–90,2015,2015,,Google Scholar,,,,,International Journal of Innovative Research in Advanced Engineering,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Vanderborght, Bram","Tsagarakis, Nikos G.","Van Ham, Ronald","Thorson, Ivar","Caldwell, Darwin G.",,MACCEPA 2.0: compliant actuator used for energy efficient hopping robot Chobino1D,Autonomous Robots,55,2011,2011,,Google Scholar,C:\Users\StanS\Zotero\storage\AQ9WS9QG\Vanderborght et al. - 2011 - MACCEPA 2.0 compliant actuator used for energy ef.pdf,C:\Users\StanS\Zotero\storage\5WC3I2WV\s10514-011-9230-7.html,,,Autonomous Robots,31,1,1,MACCEPA 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Shidujaman, Mohammad","Rodriguez, Lenis Tejada","Samani, Hooman",,,,Design and navigation prospective for wireless power transmission robot,"2015 International Conference on Informatics, Electronics & Vision (ICIEV)",1–6,2015,2015,IEEE,Google Scholar,C:\Users\StanS\Zotero\storage\4WBS87WX\Shidujaman et al. - 2015 - Design and navigation prospective for wireless pow.pdf,C:\Users\StanS\Zotero\storage\GQBMGYAV\7334001.html,"2015 International Conference on Informatics, Electronics & Vision (ICIEV)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Wang, Ching-Kuo","Huang, Han-Pang","Chen, Sheng",,,,The pc-based graphic-user interface of the power management system on the security robot,The International Journal of Advanced Manufacturing Technology,416–422,2007,2007,,Google Scholar,,C:\Users\StanS\Zotero\storage\58FNA2RL\s00170-007-1174-x.html,,,The International Journal of Advanced Manufacturing Technology,35,3-4,3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Provancher, William R.","Jensen-Segal, Samuel I.","Fehlberg, Mark A.",,,,ROCR: An energy-efficient dynamic wall-climbing robot,IEEE/ASME Transactions on Mechatronics,897–906,2010,2010,,Google Scholar,,C:\Users\StanS\Zotero\storage\3IFA2SN9\5546974.html,,,IEEE/ASME Transactions on Mechatronics,16,5,5,ROCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Sipahioglu, Aydin","Kirlik, Gokhan","Parlaktuna, Osman","Yazici, Ahmet",,,Energy constrained multi-robot sensor-based coverage path planning using capacitated arc routing approach,Robotics and Autonomous Systems,529–538,2010,2010,,Google Scholar,C:\Users\StanS\Zotero\storage\JLTAKKA2\Sipahioglu et al. - 2010 - Energy constrained multi-robot sensor-based covera.pdf,C:\Users\StanS\Zotero\storage\4HAHHEJM\S0921889010000060.html,,,Robotics and Autonomous Systems,58,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Ishikawa, Masato","Neki, Atsushi","Imura, Jun-ichi","Hara, Shinji",,,Energy preserving control of a hopping robot based on hybrid port-controlled Hamiltonian modeling,SICE 2003 Annual Conference (IEEE Cat. No. 03TH8734),2611–2616,2003,2003,IEEE,Google Scholar,C:\Users\StanS\Zotero\storage\KZPZPP78\Ishikawa et al. - 2003 - Energy preserving control of a hopping robot based.pdf,C:\Users\StanS\Zotero\storage\EF5Z7AJP\1323661.html,SICE 2003 Annual Conference (IEEE Cat. No. 03TH8734),,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Zhou, Fengyu","Xiao, Hairong","Li, Yibin","Wu, Aiguo",,,Control strategy and implementation of an inspection robot for 110kv power transmission lines,2006 6th World Congress on Intelligent Control and Automation,9052–9056,2006,2006,IEEE,Google Scholar,,C:\Users\StanS\Zotero\storage\2YPW47ML\1713751.html,2006 6th World Congress on Intelligent Control and Automation,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Park, Joon-Young","Lee, Jae-Kyung","Cho, Byung-Hak","Oh, Ki-Yong",,,An inspection robot for live-line suspension insulator strings in 345-kV power lines,IEEE Transactions on power delivery,632–639,2012,2012,,Google Scholar,C:\Users\StanS\Zotero\storage\7JEQEZVS\Park et al. - 2012 - An inspection robot for live-line suspension insul.pdf,C:\Users\StanS\Zotero\storage\GNFAFQDZ\6152186.html,,,IEEE Transactions on power delivery,27,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"Ota, Yasuhiro",,,,,,Robot battery charging apparatuses and methods,,,2012,jul 3 2012,,,,C:\Users\StanS\Zotero\storage\NRRUAARW\en.html,,,,,,,,,"US Patent 8,212,533",jul 3 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"Taylor, Charles","Parker, Andrew","Lau, Shek Fai","Blair, Eric","Heninger, Andrew","Ng, Eric",Robot vac with retractable power cord,,,2004,oct 14 2004,,,,C:\Users\StanS\Zotero\storage\H2ZE2YEQ\en.html,,,,,,,,,"US Patent App. 10/799,916",oct 14 2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"Cohen, David A.","Ozick, Daniel","Vu, Clara","Lynch, James","Mass, Philip R.",,Autonomous robot auto-docking and energy management systems and methods,,,2008,feb 19 2008,,,C:\Users\StanS\Zotero\storage\A3GBTEQ3\Cohen et al. - 2008 - Autonomous robot auto-docking and energy managemen.pdf,C:\Users\StanS\Zotero\storage\RSPC3MHX\en.html,,,,,,,,,"US Patent 7,332,890",feb 19 2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Goldberg, Benjamin","Zufferey, Raphael","Doshi, Neel","Helbling, Elizabeth Farrell","Whittredge, Griffin","Kovac, Mirko",Power and control autonomy for high-speed locomotion with an insect-scale legged robot,IEEE Robotics and Automation Letters,987–993,2018,2018,,Google Scholar,,C:\Users\StanS\Zotero\storage\RCUGZCJE\8258869.html,,"Wood, Robert J.",IEEE Robotics and Automation Letters,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Kumar, Anup","Samavedi, Srinivas","Bates, Anthony","Coelho, Rafael","Rocco, Bernardo","Marquinez, Jeff",Use of intra-operative indocyanine green and Firefly® technology to visualize the ‘‘landmark artery’’for nerve sparing robot assisted radical prostatectomy,Eur Urol Suppl,61120–4,2015,2015,,Google Scholar,C:\Users\StanS\Zotero\storage\QF5ZJYHW\Kumar et al. - 2015 - Use of intra-operative indocyanine green and Firef.pdf,,,"Jenson, Cathy",Eur Urol Suppl,2,14,14,,,,,"Palmer, Kenneth","Patel, Vipul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Wu, Gongping","Xu, Xianjin","Xiao, Hua","Dai, Jinchun","Xiao, Xiaohui","Huang, Zhenglie",A novel self-navigated inspection robot along high-voltage power transmission line and its application,International Conference on Intelligent Robotics and Applications,1145–1154,2008,2008,Springer,Google Scholar,,C:\Users\StanS\Zotero\storage\ZGMB4UZT\978-3-540-88518-4_122.html,International Conference on Intelligent Robotics and Applications,"Ruan, Liping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Robertsson, Anders","Olsson, Tomas","Johansson, Rolf","Blomdell, Anders","Nilsson, Klas","Haage, Mathias",Implementation of industrial robot force control case study: high power stub grinding and deburring,2006 IEEE/RSJ International Conference on Intelligent Robots and Systems,2743–2748,2006,2006,IEEE,Google Scholar,,C:\Users\StanS\Zotero\storage\2YEF4FNH\4058806.html,2006 IEEE/RSJ International Conference on Intelligent Robots and Systems,"Lauwers, Bert",,,,,Implementation of industrial robot force control case study,,,,"De Baerdemaeker, Hans","Brogardh, Torgny","Brantmark, H\aakan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Mohammed, Abdullah","Schmidt, Bernard","Wang, Lihui",,,,Energy-efficient robot configuration for assembly,Journal of manufacturing science and engineering,,2017,2017,,Google Scholar,,C:\Users\StanS\Zotero\storage\CVSDAI9M\377556.html,,,Journal of manufacturing science and engineering,139,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Sun, Min","Fan, Shou-Wen",,,,,Optimization and Analysis for Gait of Humanoid Robot Based on Energy Consumption Index [J],Machine Design & Research,,2007,2007,,Google Scholar,,C:\Users\StanS\Zotero\storage\M7WBNZGE\CJFDTotal-JSYY200702017.html,,,Machine Design & Research,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Guan, Da","Yan, Lei","Yang, Yibo","Xu, Wenfu",,,A small climbing robot for the intelligent inspection of nuclear power plants,2014 4th IEEE International Conference on Information Science and Technology,484–487,2014,2014,IEEE,Google Scholar,,C:\Users\StanS\Zotero\storage\BQCTFPE3\6920522.html,2014 4th IEEE International Conference on Information Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Roa, Maximo A.","Argus, Max J.","Leidner, Daniel","Borst, Christoph","Hirzinger, Gerd",,Power grasp planning for anthropomorphic robot hands,2012 IEEE International Conference on Robotics and Automation,563–569,2012,2012,IEEE,Google Scholar,C:\Users\StanS\Zotero\storage\C8NZL7KM\Roa et al. - 2012 - Power grasp planning for anthropomorphic robot han.pdf,C:\Users\StanS\Zotero\storage\Q6FCPVWI\6225068.html,2012 IEEE International Conference on Robotics and Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Shepherd, Robert F.","Stokes, Adam A.","Freake, Jacob","Barber, Jabulani","Snyder, Phillip W.","Mazzeo, Aaron D.",Using explosions to power a soft robot,Angewandte Chemie International Edition,2892–2896,2013,2013,,Google Scholar,C:\Users\StanS\Zotero\storage\MCEXJ4NT\Shepherd et al. - 2013 - Using explosions to power a soft robot.pdf,C:\Users\StanS\Zotero\storage\BC3ND9UW\anie.html,,"Cademartiri, Ludovico",Angewandte Chemie International Edition,52,10,10,,,,,"Morin, Stephen A.","Whitesides, George M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"Seok, Sangok","Wang, Albert","Chuah, Meng Yee Michael","Hyun, Dong Jin","Lee, Jongwoo","Otten, David M.",Design principles for energy-efficient legged locomotion and implementation on the MIT cheetah robot,Ieee/asme transactions on mechatronics,1117–1129,2014,2014,,Google Scholar,C:\Users\StanS\Zotero\storage\CAYBJB4N\Seok et al. - 2014 - Design principles for energy-efficient legged loco.pdf,C:\Users\StanS\Zotero\storage\FKFW29TH\6880316.html,,"Lang, Jeffrey H.",Ieee/asme transactions on mechatronics,20,3,3,,,,,"Kim, Sangbae",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Patent,25,"Cohen, David A.","Ozick, Daniel","Vu, Clara","Lynch, James","Mass, Philip R.",,Autonomous robot auto-docking and energy management systems and methods,,,2013,jun 11 2013,,,C:\Users\StanS\Zotero\storage\H6KJTPI9\Cohen et al. - 2013 - Autonomous robot auto-docking and energy managemen.pdf,C:\Users\StanS\Zotero\storage\ZRSIN2QL\en.html,,,,,,,,,"US Patent 8,461,803",jun 11 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Meike, Davis","Pellicciari, Marcello","Berselli, Giovanni","Vergnano, Alberto","Ribickis, Leonids",,Increasing the energy efficiency of multi-robot production lines in the automotive industry,2012 IEEE International Conference on Automation Science and Engineering (CASE),700–705,2012,2012,IEEE,Google Scholar,C:\Users\StanS\Zotero\storage\9VEED8IP\Meike et al. - 2012 - Increasing the energy efficiency of multi-robot pr.pdf,C:\Users\StanS\Zotero\storage\ZCARMA3J\6386391.html,2012 IEEE International Conference on Automation Science and Engineering (CASE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Kiguchi, Kazuo","Hayashi, Yoshiaki",,,,,A study of EMG and EEG during perception-assist with an upper-limb power-assist robot,2012 IEEE International Conference on Robotics and Automation,2711–2716,2012,2012,IEEE,Google Scholar,,C:\Users\StanS\Zotero\storage\RFU4W58Q\6225027.html,2012 IEEE International Conference on Robotics and Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Journal Article,17,"ZHANG, Rong","ZHENG, Si-yi","YANG, Ling",,,,Design of lithium battery charger for a small mobile robot [J],Chinese Journal of Power Sources,,2011,2011,,Google Scholar,,C:\Users\StanS\Zotero\storage\J3ZFU7TH\CJFDTotal-DYJS201109008.html,,,Chinese Journal of Power Sources,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyLibrary,MyLibrary,Zotero,Zotero,Conference Proceedings,10,"Deland, Kevin","Lenchner, Jonathan","Nelson, John","Connell, Jonathan","Thoensen, James","Kephart, Jeffrey O.",A robot-in-residence for data center thermal monitoring and energy efficiency management,Proceedings of the 9th ACM Conference on Embedded Networked Sensor Systems,381–382,2011,2011,,Google Scholar,C:\Users\StanS\Zotero\storage\XQBQGGA8\Deland et al. - 2011 - A robot-in-residence for data center thermal monit.pdf,C:\Users\StanS\Zotero\storage\CYRDBVCE\2070942.html,Proceedings of the 9th ACM Conference on Embedded Networked Sensor Systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
