,Title,Item Type,Publication Year,Author
659,A wearable hip-assist robot reduces the cardiopulmonary metabolic energy expenditure during stair ascent in elderly adults: a pilot cross-sectional study,journalArticle,2018.0,"Kim, Dong-Seok; Lee, Hwang-Jae; Lee, Su-Hyun; Chang, Won Hyuk; Jang, Junwon; Choi, Byung-Ok; Ryu, Gyu-Ha; Kim, Yun-Hee"
660,SEMBIO: An Energy Efficient Underwater Swarm Robot for Environmental Monitoring,journalArticle,,"Amory, Ammar; Maehle, Erik"
661,Computer Simulation and Its Application of a Low-energy Robot Mechanism with Collinear Driver,conferencePaper,2019.0,"Liu, Tao; Li, Hao; Liu, Yiqun"
662,Planning and Control of Energy Efficient Manipulation Task for ABB 1600 robot,thesis,2016.0,"Hansen, Lars Roen"
663,Energy-efficient Gait Control Schema of a Hexapod Robot with Dynamic Leg Lengths,thesis,2017.0,"Cafarelli, Ryan"
664,Power Assist Robot Design Inspired by Biological Control and Actuation Mechanisms,thesis,2011.0,"Salvucci, Valerio"
665,Design of Transmission Line Deicing Robot Hybrid Power System,conferencePaper,2010.0,"Wang, Liang; Sun, Wei"
666,Develop a Power Detection and Diagnosis Modular for Mobile Robot,journalArticle,2010.0,蘇國嵐
667,UQ RoboRoos 2002: Achieving Agility and Power in a Small Soccer Robot,journalArticle,,"Ball, David; Wyeth, Gordon; Cusack, David; Ratnapala, Adrian"
668,Energy Conservative Design and Nonlinear Control of Balance in a Hopping Robot,bookSection,2012.0,"Nji, Klaus; Mehrandezh, Mehran"
669,Optimal Low-Power Control Strategies for an Autonomous Piezoelectric Micro-Robot.,thesis,2012.0,"Edamana, Biju"
670,Energy conscious scheduling of a material handling robot in a manufacturing cell,journalArticle,2019.0,"Akhlaghi, Vahid Eghbal; Gültekin, Hakan; Gürel, Sinan"
671,DETEKSI WARNA KABEL POWER MENGGUNAKAN WEBCAM PADA ROBOT BERKAKI BERBASIS PROCESSOR ARM,thesis,2018.0,"WAHYUNI, TIARA TRI; Zarkasi, Ahmad; Ubaya, Huda"
672,OPTIMALIZACE ENERGIE PŘI POHYBU ROBOTU OPTIMIZATION OF ENERGY BY ROBOT MOTION,journalArticle,2009.0,"SMETANOVÁ, PRÁCE Ing ANNA; KOLÍBAL, ZDENĚK"
673,On-site identification and energy-optimal path planning of an IRB1600 industrial robot,journalArticle,2013.0,"Paes, Koen"
674,Theoretical and Experimental Development of a Photovoltaic Power System for Mobile Robot Applications,journalArticle,2012.0,"Ventura, Cristina"
675,RANCANG BANGUN ROBOT BERKAKI BERBASIS PROSESSOR ARM UNTUK KASUS PEMOTONG KABEL POWER,thesis,2018.0,"HAFIDAH, ADILAH FITRI; Ubaya, Huda; Zarkasi, Ahmad"
676,ROS-based implementation and evaluation of an energy-aware multi-robot system for exploration,journalArticle,2018.0,"CASATI, FABRIZIO"
677,"Rancang Bangun Alat Uji Karakteristik Motor DC Servo, Battery, dan Regulator untuk Aplikasi Robot Berkaki",journalArticle,2016.0,"Wardoyo, Siswo; Saepul, Jajang; Pramudyo, Anggoro Suryo Pramudyo Suryo"
678,Walking Path Prevision of Biped Robot along with Stability and Optimization of Power Consumption in Single Support Phase,journalArticle,2018.0,"Abadi, Vida Shams Esfand; Rostami, Mostafa; Rahmati, Seyed Mohammad Ali; Sadeghnejad, Soroush"
679,Power management strategies for a mobile robot,journalArticle,2019.0,"Almécija Murciano, Francisco Javier"
680,Robot Energy Efficiency Through Redundancy,journalArticle,2001.0,"Krstulović, Ante"
681,高效率電源管理之智慧型僕役機器人-總計畫: 高效率電源管理之智慧型僕役機器人; Intelligent Servant Robot with High Efficiency Power Management,journalArticle,2011.0,王文俊
682,Dimentional optimization of a Delta parallel robot based on a lower energy consumption,journalArticle,2011.0,"Peña Cortés, César Augusto; Martínez Oviedo, Edison; Cárdenas Herrera, Pedro Fabián"
