,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,i1,i2,i3,i4,i5,e1,e2,e3,e4,e5
42,FQ9CBR4L,conferencePaper,2009.0,"Umemura, Atushi; Saito, Yukio; Fujisaki, Koichi",A study on power-assisted rehabilitation robot arms operated by patient with upper limb disabilities,2009 IEEE International Conference on Rehabilitation Robotics,,,,,,2009,2020-03-29 14:52:17,2020-03-29 14:52:17,,451–456,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\5TA9WA52\5209512.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
43,I8G63286,conferencePaper,2006.0,"Tsukahara, Kiyoshi; Tanaka, Yorihiko; Sawa, Kazuhide; He, Yingxin; Tatematsu, Hiroki; Kaji, Yoshihiro; Tatsuno, Kyouichi",Computer graphics simulator for a power distribution line maintenance robot,2006 IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,,2006,2020-03-29 14:52:17,2020-03-29 14:52:17,,5159–5164,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\RP5RBDHI\4059242.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
44,XDQ4ZNRL,journalArticle,2008.0,"Zhou, W. U.; Yan-jun, FANG",Research and Design of Electromagnetic Navigation System of Power Transmission Line Inspection Robot [J],High Voltage Engineering,,,,,,2008,2020-03-29 14:52:17,2020-03-29 14:52:17,,,,,9.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\HEHPBXGC\CJFDTotal-GDYJ200809034.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
45,PD89VI86,conferencePaper,1998.0,"Hardt, Michael; Kreutz-Delgado, Kenneth; Helton, J. William",Minimal energy control of a biped robot with numerical methods and a recursive symbolic dynamic model,Proceedings of the 37th IEEE Conference on Decision and Control (Cat. No. 98CH36171),,,,,,1998,2020-03-29 14:52:17,2020-03-29 14:52:17,,413–416,,,1.0,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\4FQUE7Q7\Hardt et al. - 1998 - Minimal energy control of a biped robot with numer.pdf; C:\Users\StanS\Zotero\storage\FN7VI3HZ\760710.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
46,GJP7S7UK,journalArticle,2015.0,"Begum, N. Firthous; Vignesh, P.",Autonomous android controlled robot design using wireless energy,International Journal of Innovative Research in Advanced Engineering,,,,,,2015,2020-03-29 14:52:17,2020-03-29 14:52:17,,87–90,,2,,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
47,6ZMYNVKP,conferencePaper,2015.0,"Shidujaman, Mohammad; Rodriguez, Lenis Tejada; Samani, Hooman",Design and navigation prospective for wireless power transmission robot,"2015 International Conference on Informatics, Electronics & Vision (ICIEV)",,,,,,2015,2020-03-29 14:53:35,2020-03-29 14:53:35,,1–6,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\3EPBEDJB\Shidujaman et al. - 2015 - Design and navigation prospective for wireless pow.pdf; C:\Users\StanS\Zotero\storage\M3P3LT34\7334001.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
48,4W2S6K5K,conferencePaper,2003.0,"Ishikawa, Masato; Neki, Atsushi; Imura, Jun-ichi; Hara, Shinji",Energy preserving control of a hopping robot based on hybrid port-controlled Hamiltonian modeling,SICE 2003 Annual Conference (IEEE Cat. No. 03TH8734),,,,,,2003,2020-03-29 14:53:35,2020-03-29 14:53:35,,2611–2616,,,3.0,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\F7GQBB7X\Ishikawa et al. - 2003 - Energy preserving control of a hopping robot based.pdf; C:\Users\StanS\Zotero\storage\V53NNAWA\1323661.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
49,DL9FRMXA,journalArticle,2010.0,"Provancher, William R.; Jensen-Segal, Samuel I.; Fehlberg, Mark A.",ROCR: An energy-efficient dynamic wall-climbing robot,IEEE/ASME Transactions on Mechatronics,,,,,,2010,2020-03-29 14:53:35,2020-03-29 14:53:35,,897–906,,5,16.0,,,ROCR,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,C:\Users\StanS\Zotero\storage\H42L6RQX\5546974.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
50,7SAWQ98K,journalArticle,2007.0,"Wang, Ching-Kuo; Huang, Han-Pang; Chen, Sheng",The pc-based graphic-user interface of the power management system on the security robot,The International Journal of Advanced Manufacturing Technology,,,,,,2007,2020-03-29 14:53:35,2020-03-29 14:53:35,,416–422,,3-4,35.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Springer,,C:\Users\StanS\Zotero\storage\LI7N3A2C\s00170-007-1174-x.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
51,THH79M86,journalArticle,2010.0,"Sipahioglu, Aydin; Kirlik, Gokhan; Parlaktuna, Osman; Yazici, Ahmet",Energy constrained multi-robot sensor-based coverage path planning using capacitated arc routing approach,Robotics and Autonomous Systems,,,,,,2010,2020-03-29 14:53:35,2020-03-29 14:53:35,,529–538,,5,58.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\E3DJ8VI2\Sipahioglu et al. - 2010 - Energy constrained multi-robot sensor-based covera.pdf; C:\Users\StanS\Zotero\storage\UPAH8E87\S0921889010000060.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
52,U3U4RQK5,conferencePaper,2006.0,"Zhou, Fengyu; Xiao, Hairong; Li, Yibin; Wu, Aiguo",Control strategy and implementation of an inspection robot for 110kv power transmission lines,2006 6th World Congress on Intelligent Control and Automation,,,,,,2006,2020-03-29 14:53:35,2020-03-29 14:53:35,,9052–9056,,,2.0,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\ILDDT7GA\1713751.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
53,CY3HIIIJ,journalArticle,2012.0,"Park, Joon-Young; Lee, Jae-Kyung; Cho, Byung-Hak; Oh, Ki-Yong",An inspection robot for live-line suspension insulator strings in 345-kV power lines,IEEE Transactions on power delivery,,,,,,2012,2020-03-29 14:53:35,2020-03-29 14:53:35,,632–639,,2,27.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,C:\Users\StanS\Zotero\storage\SMMK8E88\6152186.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
54,KZ5752KN,journalArticle,2018.0,"Goldberg, Benjamin; Zufferey, Raphael; Doshi, Neel; Helbling, Elizabeth Farrell; Whittredge, Griffin; Kovac, Mirko; Wood, Robert J.",Power and control autonomy for high-speed locomotion with an insect-scale legged robot,IEEE Robotics and Automation Letters,,,,,,2018,2020-03-29 14:53:48,2020-03-29 14:53:48,,987–993,,2,3.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,C:\Users\StanS\Zotero\storage\NR8ZPTGN\8258869.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
55,G4IQCGNL,journalArticle,2015.0,"Kumar, Anup; Samavedi, Srinivas; Bates, Anthony; Coelho, Rafael; Rocco, Bernardo; Marquinez, Jeff; Jenson, Cathy; Palmer, Kenneth; Patel, Vipul",Use of intra-operative indocyanine green and Firefly® technology to visualize the ‘‘landmark artery’’for nerve sparing robot assisted radical prostatectomy,Eur Urol Suppl,,,,,,2015,2020-03-29 14:53:48,2020-03-29 14:53:48,,61120–4,,14,2.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\5IT46MSV\Kumar et al. - 2015 - Use of intra-operative indocyanine green and Firef.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
56,273NXVZF,conferencePaper,2012.0,"Roa, Maximo A.; Argus, Max J.; Leidner, Daniel; Borst, Christoph; Hirzinger, Gerd",Power grasp planning for anthropomorphic robot hands,2012 IEEE International Conference on Robotics and Automation,,,,,,2012,2020-03-29 14:53:48,2020-03-29 14:53:48,,563–569,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\QYA2JN68\Roa et al. - 2012 - Power grasp planning for anthropomorphic robot han.pdf; C:\Users\StanS\Zotero\storage\JNKUNABA\6225068.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
57,ZUWDQAWC,journalArticle,2017.0,"Mohammed, Abdullah; Schmidt, Bernard; Wang, Lihui",Energy-efficient robot configuration for assembly,Journal of manufacturing science and engineering,,,,,,2017,2020-03-29 14:53:48,2020-03-29 14:53:48,,,,5,139.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: American Society of Mechanical Engineers Digital Collection,,C:\Users\StanS\Zotero\storage\KW3DW7SV\377556.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
58,39QGS6BH,journalArticle,2014.0,"Seok, Sangok; Wang, Albert; Chuah, Meng Yee Michael; Hyun, Dong Jin; Lee, Jongwoo; Otten, David M.; Lang, Jeffrey H.; Kim, Sangbae",Design principles for energy-efficient legged locomotion and implementation on the MIT cheetah robot,Ieee/asme transactions on mechatronics,,,,,,2014,2020-03-29 14:53:48,2020-03-29 14:53:48,,1117–1129,,3,20.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: IEEE,,C:\Users\StanS\Zotero\storage\LERD9N6Y\Seok et al. - 2014 - Design principles for energy-efficient legged loco.pdf; C:\Users\StanS\Zotero\storage\6FU8TVXU\6880316.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
59,8LPNZDDV,conferencePaper,2008.0,"Wu, Gongping; Xu, Xianjin; Xiao, Hua; Dai, Jinchun; Xiao, Xiaohui; Huang, Zhenglie; Ruan, Liping",A novel self-navigated inspection robot along high-voltage power transmission line and its application,International Conference on Intelligent Robotics and Applications,,,,,,2008,2020-03-29 14:53:48,2020-03-29 14:53:48,,1145–1154,,,,,,,,,,,Springer,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\CMNGD35M\978-3-540-88518-4_122.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
60,EAT9K9ES,journalArticle,2007.0,"Sun, Min; Fan, Shou-Wen",Optimization and Analysis for Gait of Humanoid Robot Based on Energy Consumption Index [J],Machine Design & Research,,,,,,2007,2020-03-29 14:53:48,2020-03-29 14:53:48,,,,,2.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\RP97WT22\CJFDTotal-JSYY200702017.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
61,RTGETZGD,journalArticle,2013.0,"Shepherd, Robert F.; Stokes, Adam A.; Freake, Jacob; Barber, Jabulani; Snyder, Phillip W.; Mazzeo, Aaron D.; Cademartiri, Ludovico; Morin, Stephen A.; Whitesides, George M.",Using explosions to power a soft robot,Angewandte Chemie International Edition,,,,,,2013,2020-03-29 14:53:48,2020-03-29 14:53:48,,2892–2896,,10,52.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Wiley Online Library,,C:\Users\StanS\Zotero\storage\SJ24MG9E\Shepherd et al. - 2013 - Using explosions to power a soft robot.pdf; C:\Users\StanS\Zotero\storage\7BACWGX2\anie.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
62,8XMAM5YU,conferencePaper,2014.0,"Guan, Da; Yan, Lei; Yang, Yibo; Xu, Wenfu",A small climbing robot for the intelligent inspection of nuclear power plants,2014 4th IEEE International Conference on Information Science and Technology,,,,,,2014,2020-03-29 14:53:48,2020-03-29 14:53:48,,484–487,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\9ACGLW3Q\6920522.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
63,2BKKYUK6,conferencePaper,2006.0,"Robertsson, Anders; Olsson, Tomas; Johansson, Rolf; Blomdell, Anders; Nilsson, Klas; Haage, Mathias; Lauwers, Bert; De Baerdemaeker, Hans; Brogardh, Torgny; Brantmark, H\aakan",Implementation of industrial robot force control case study: high power stub grinding and deburring,2006 IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,,2006,2020-03-29 14:53:48,2020-03-29 14:53:48,,2743–2748,,,,,,Implementation of industrial robot force control case study,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\RU8BLIVK\4058806.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
64,ECI3U7M2,conferencePaper,1999.0,"Redi, Jason; Welsh, Bob",Energy-conservation for tactical robot networks,MILCOM 1999. IEEE Military Communications. Conference Proceedings (Cat. No. 99CH36341),,,,,,1999,2020-03-29 14:54:04,2020-03-29 14:54:04,,1429–1433,,,2.0,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\5D8XLNXJ\Redi and Welsh - 1999 - Energy-conservation for tactical robot networks.pdf; C:\Users\StanS\Zotero\storage\7SY7RLTQ\821439.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
65,B3ZDGD68,conferencePaper,2016.0,"Chen, Xiangyu; Kimura, Kohei; Mizohana, Hiroto; Zhao, Moju; Shi, Fan; Chaudhary, Krishneel; Chan, Wesley P.; Nozawa, Shunichi; Kakiuchi, Yohei; Okada, Kei",Development of task-oriented high power field robot platform with humanoid upper body and mobile wheeled base,2016 IEEE/SICE International Symposium on System Integration (SII),,,,,,2016,2020-03-29 14:54:04,2020-03-29 14:54:04,,349–354,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\N65E8J9T\7844023.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
66,EQ9ELKTF,journalArticle,2007.0,"Nayyerloo, Mostafa; Yeganehparast, S.; Barati, Alireza; Foumani, M.","Mechanical implementation and simulation of monolab, a mobile robot for inspection of power transmission lines",International Journal of Advanced Robotic Systems,,,,,,2007,2020-03-29 14:54:04,2020-03-29 14:54:04,,381–386,,3,4.0,,,,,,,,,,,,,,,Google Scholar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
67,P723DJ9X,journalArticle,2011.0,"ZHANG, Rong; ZHENG, Si-yi; YANG, Ling",Design of lithium battery charger for a small mobile robot [J],Chinese Journal of Power Sources,,,,,,2011,2020-03-29 14:54:04,2020-03-29 14:54:04,,,,,9.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\DQ9AI3RY\CJFDTotal-DYJS201109008.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
68,CAZKQ6D4,conferencePaper,2012.0,"Meike, Davis; Pellicciari, Marcello; Berselli, Giovanni; Vergnano, Alberto; Ribickis, Leonids",Increasing the energy efficiency of multi-robot production lines in the automotive industry,2012 IEEE International Conference on Automation Science and Engineering (CASE),,,,,,2012,2020-03-29 14:54:04,2020-03-29 14:54:04,,700–705,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\BRYS4ZM7\Meike et al. - 2012 - Increasing the energy efficiency of multi-robot pr.pdf; C:\Users\StanS\Zotero\storage\BDMH7G43\6386391.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
69,ZFIU23P6,conferencePaper,2012.0,"Kiguchi, Kazuo; Hayashi, Yoshiaki",A study of EMG and EEG during perception-assist with an upper-limb power-assist robot,2012 IEEE International Conference on Robotics and Automation,,,,,,2012,2020-03-29 14:54:04,2020-03-29 14:54:04,,2711–2716,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\6NC3WNH9\6225027.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
70,NHY9CNQ5,conferencePaper,2011.0,"Deland, Kevin; Lenchner, Jonathan; Nelson, John; Connell, Jonathan; Thoensen, James; Kephart, Jeffrey O.",A robot-in-residence for data center thermal monitoring and energy efficiency management,Proceedings of the 9th ACM Conference on Embedded Networked Sensor Systems,,,,,,2011,2020-03-29 14:54:04,2020-03-29 14:54:04,,381–382,,,,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\YMRK7X8G\Deland et al. - 2011 - A robot-in-residence for data center thermal monit.pdf; C:\Users\StanS\Zotero\storage\J4ZCXBVB\2070942.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
71,99ME9XUU,conferencePaper,2017.0,"Paugurs, Arturs; Senfelds, Armands; Ribickis, Leonids",Impact of industrial robot tool mass on regenerative energy,2017 19th European Conference on Power Electronics and Applications (EPE'17 ECCE Europe),,,,,,2017,2020-03-29 14:54:04,2020-03-29 14:54:04,,P–1,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\QUVVRG6J\8099185.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
72,URKPK6F2,conferencePaper,2014.0,"Richard, Pierre-Luc; Pouliot, Nicolas; Montambault, Serge",Introduction of a LIDAR-based obstacle detection system on the LineScout power line robot,2014 IEEE/ASME International Conference on Advanced Intelligent Mechatronics,,,,,,2014,2020-03-29 14:54:19,2020-03-29 14:54:19,,1734–1740,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\C4P6TEIC\6878334.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
73,DSBMHRDY,conferencePaper,2010.0,"Wang, Ludan; Liu, Fei; Wang, Zhen; Xu, Shaoqiang; Cheng, Sheng; Zhang, Jianwei",Development of a practical power transmission line inspection robot based on a novel line walking mechanism,2010 IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,,2010,2020-03-29 14:54:19,2020-03-29 14:54:19,,222–227,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\U9NNA8B6\Wang et al. - 2010 - Development of a practical power transmission line.pdf; C:\Users\StanS\Zotero\storage\MAD6KB4F\5648998.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
74,H74I2SVI,conferencePaper,1996.0,"Berkemeier, Matthew D.; Desai, Kamal V.","Design of a robot leg with elastic energy storage, comparison to biology, and preliminary experimental results",Proceedings of IEEE International Conference on Robotics and Automation,,,,,,1996,2020-03-29 14:54:19,2020-03-29 14:54:19,,213–218,,,1.0,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\VJ267QAD\503597.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
75,VJTHBJ5W,conferencePaper,2008.0,"Tsukahara, Kiyoshi; Tanaka, Yorihiko; He, Yingxin; Hori, Ryosuke; Mano, Kunihiro; Hibino, Akihiro; Taru, Yoshikazu; Tatsuno, Kyouichi",An experimental robot system for power distribution line maintenance robots-System architecture and bolt insertion experiment,2008 IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,,2008,2020-03-29 14:54:19,2020-03-29 14:54:19,,1730–1736,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\9Q799GZH\4650852.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
76,IVTPPSPD,conferencePaper,2011.0,"Dian, Songyi; Liu, Tao; Liang, Yan; Liang, Mengyu; Zhen, Wei",A novel shrimp rover-based mobile robot for monitoring tunnel power cables,2011 IEEE International Conference on Mechatronics and Automation,,,,,,2011,2020-03-29 14:54:19,2020-03-29 14:54:19,,887–892,,,,,,,,,,,IEEE,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\IRU4EEMA\5985707.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
77,UERW26UW,conferencePaper,2005.0,"Campbell, Jason; Pillai, Padmanabhan; Goldstein, Seth Copen","The robot is the tether: active, adaptive power routing modular robots with unary inter-robot connectors",2005 IEEE/RSJ International Conference on Intelligent Robots and Systems,,,,,,2005,2020-03-29 14:54:19,2020-03-29 14:54:19,,4108–4115,,,,,,The robot is the tether,,,,,IEEE,,,,,,,Google Scholar,,,,"C:\Users\StanS\Zotero\storage\7X33DVQF\Campbell et al. - 2005 - The robot is the tether active, adaptive power ro.pdf; C:\Users\StanS\Zotero\storage\VXHNR8RG\1545426.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
78,D4JQ375Y,journalArticle,2015.0,"Eliseev, V. V.; Bahrami, M. R.",Dynamic of electrical transmission lines with inspection robot on it under influence of limited power of robot engine,"Theory of Mech. and Mach. J., St. Petersburg",,,,,,2015,2020-03-29 14:54:19,2020-03-29 14:54:19,,6–11,,,4.0,,,,,,,,,,,,,,,Google Scholar,,,,C:\Users\StanS\Zotero\storage\7HNTPTC4\Eliseev and Bahrami - 2015 - Dynamic of electrical transmission lines with insp.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
79,IGZ7SK2D,journalArticle,2013.0,"Tahvilian, Amir Masoud; Liu, Zhaoheng; Champliaud, Henri; Hazel, Bruce",Experimental and finite element analysis of temperature and energy partition to the workpiece while grinding with a flexible robot,Journal of Materials Processing Technology,,,,,,2013,2020-03-29 14:54:19,2020-03-29 14:54:19,,2292–2303,,12,213.0,,,,,,,,,,,,,,,Google Scholar,,Publisher: Elsevier,,C:\Users\StanS\Zotero\storage\KBXYFUV4\Tahvilian et al. - 2013 - Experimental and finite element analysis of temper.pdf; C:\Users\StanS\Zotero\storage\BYZVFZFZ\S0924013613002185.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False
