"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FQ9CBR4L","conferencePaper","2009","Umemura, Atushi; Saito, Yukio; Fujisaki, Koichi","A study on power-assisted rehabilitation robot arms operated by patient with upper limb disabilities","2009 IEEE International Conference on Rehabilitation Robotics","","","","","","2009","2020-03-29 14:52:17","2020-03-29 14:52:17","","451–456","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\5TA9WA52\5209512.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I8G63286","conferencePaper","2006","Tsukahara, Kiyoshi; Tanaka, Yorihiko; Sawa, Kazuhide; He, Yingxin; Tatematsu, Hiroki; Kaji, Yoshihiro; Tatsuno, Kyouichi","Computer graphics simulator for a power distribution line maintenance robot","2006 IEEE/RSJ International Conference on Intelligent Robots and Systems","","","","","","2006","2020-03-29 14:52:17","2020-03-29 14:52:17","","5159–5164","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\RP5RBDHI\4059242.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDQ4ZNRL","journalArticle","2008","Zhou, W. U.; Yan-jun, FANG","Research and Design of Electromagnetic Navigation System of Power Transmission Line Inspection Robot [J]","High Voltage Engineering","","","","","","2008","2020-03-29 14:52:17","2020-03-29 14:52:17","","","","","9","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\HEHPBXGC\CJFDTotal-GDYJ200809034.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PD89VI86","conferencePaper","1998","Hardt, Michael; Kreutz-Delgado, Kenneth; Helton, J. William","Minimal energy control of a biped robot with numerical methods and a recursive symbolic dynamic model","Proceedings of the 37th IEEE Conference on Decision and Control (Cat. No. 98CH36171)","","","","","","1998","2020-03-29 14:52:17","2020-03-29 14:52:17","","413–416","","","1","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\4FQUE7Q7\Hardt et al. - 1998 - Minimal energy control of a biped robot with numer.pdf; C:\Users\StanS\Zotero\storage\FN7VI3HZ\760710.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJP7S7UK","journalArticle","2015","Begum, N. Firthous; Vignesh, P.","Autonomous android controlled robot design using wireless energy","International Journal of Innovative Research in Advanced Engineering","","","","","","2015","2020-03-29 14:52:17","2020-03-29 14:52:17","","87–90","","2","","","","","","","","","","","","","","","","Google Scholar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZMYNVKP","conferencePaper","2015","Shidujaman, Mohammad; Rodriguez, Lenis Tejada; Samani, Hooman","Design and navigation prospective for wireless power transmission robot","2015 International Conference on Informatics, Electronics & Vision (ICIEV)","","","","","","2015","2020-03-29 14:53:35","2020-03-29 14:53:35","","1–6","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\3EPBEDJB\Shidujaman et al. - 2015 - Design and navigation prospective for wireless pow.pdf; C:\Users\StanS\Zotero\storage\M3P3LT34\7334001.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V6QD5LZF","patent","2004","Taylor, Charles; Parker, Andrew; Lau, Shek Fai; Blair, Eric; Heninger, Andrew; Ng, Eric","Robot vac with retractable power cord","","","","","","","2004-10-14","2020-03-29 14:53:35","2020-03-29 14:53:35","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\3P2A88FW\Taylor et al. - 2004 - Robot vac with retractable power cord.pdf; C:\Users\StanS\Zotero\storage\D6CCKSK7\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L3LEM2BY","patent","2012","Ota, Yasuhiro","Robot battery charging apparatuses and methods","","","","","","","2012-07-03","2020-03-29 14:53:35","2020-03-29 14:53:35","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\9JJTTVLZ\Ota - 2012 - Robot battery charging apparatuses and methods.pdf; C:\Users\StanS\Zotero\storage\SFFNNBA6\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4W2S6K5K","conferencePaper","2003","Ishikawa, Masato; Neki, Atsushi; Imura, Jun-ichi; Hara, Shinji","Energy preserving control of a hopping robot based on hybrid port-controlled Hamiltonian modeling","SICE 2003 Annual Conference (IEEE Cat. No. 03TH8734)","","","","","","2003","2020-03-29 14:53:35","2020-03-29 14:53:35","","2611–2616","","","3","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\F7GQBB7X\Ishikawa et al. - 2003 - Energy preserving control of a hopping robot based.pdf; C:\Users\StanS\Zotero\storage\V53NNAWA\1323661.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DL9FRMXA","journalArticle","2010","Provancher, William R.; Jensen-Segal, Samuel I.; Fehlberg, Mark A.","ROCR: An energy-efficient dynamic wall-climbing robot","IEEE/ASME Transactions on Mechatronics","","","","","","2010","2020-03-29 14:53:35","2020-03-29 14:53:35","","897–906","","5","16","","","ROCR","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\StanS\Zotero\storage\H42L6RQX\5546974.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SAWQ98K","journalArticle","2007","Wang, Ching-Kuo; Huang, Han-Pang; Chen, Sheng","The pc-based graphic-user interface of the power management system on the security robot","The International Journal of Advanced Manufacturing Technology","","","","","","2007","2020-03-29 14:53:35","2020-03-29 14:53:35","","416–422","","3-4","35","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\StanS\Zotero\storage\LI7N3A2C\s00170-007-1174-x.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4EP4F4T3","patent","2008","Cohen, David A.; Ozick, Daniel; Vu, Clara; Lynch, James; Mass, Philip R.","Autonomous robot auto-docking and energy management systems and methods","","","","","","","2008-02-19","2020-03-29 14:53:35","2020-03-29 14:53:35","","","","","","","","","","","","","","","","","","","","","","Library Catalog: Google Scholar Publisher: Google Patents","","C:\Users\StanS\Zotero\storage\NYRWTN37\Cohen et al. - 2008 - Autonomous robot auto-docking and energy managemen.pdf; C:\Users\StanS\Zotero\storage\N5H4FN52\en.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THH79M86","journalArticle","2010","Sipahioglu, Aydin; Kirlik, Gokhan; Parlaktuna, Osman; Yazici, Ahmet","Energy constrained multi-robot sensor-based coverage path planning using capacitated arc routing approach","Robotics and Autonomous Systems","","","","","","2010","2020-03-29 14:53:35","2020-03-29 14:53:35","","529–538","","5","58","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\StanS\Zotero\storage\E3DJ8VI2\Sipahioglu et al. - 2010 - Energy constrained multi-robot sensor-based covera.pdf; C:\Users\StanS\Zotero\storage\UPAH8E87\S0921889010000060.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U3U4RQK5","conferencePaper","2006","Zhou, Fengyu; Xiao, Hairong; Li, Yibin; Wu, Aiguo","Control strategy and implementation of an inspection robot for 110kv power transmission lines","2006 6th World Congress on Intelligent Control and Automation","","","","","","2006","2020-03-29 14:53:35","2020-03-29 14:53:35","","9052–9056","","","2","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\ILDDT7GA\1713751.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CY3HIIIJ","journalArticle","2012","Park, Joon-Young; Lee, Jae-Kyung; Cho, Byung-Hak; Oh, Ki-Yong","An inspection robot for live-line suspension insulator strings in 345-kV power lines","IEEE Transactions on power delivery","","","","","","2012","2020-03-29 14:53:35","2020-03-29 14:53:35","","632–639","","2","27","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\StanS\Zotero\storage\SMMK8E88\6152186.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KZ5752KN","journalArticle","2018","Goldberg, Benjamin; Zufferey, Raphael; Doshi, Neel; Helbling, Elizabeth Farrell; Whittredge, Griffin; Kovac, Mirko; Wood, Robert J.","Power and control autonomy for high-speed locomotion with an insect-scale legged robot","IEEE Robotics and Automation Letters","","","","","","2018","2020-03-29 14:53:48","2020-03-29 14:53:48","","987–993","","2","3","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\StanS\Zotero\storage\NR8ZPTGN\8258869.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G4IQCGNL","journalArticle","2015","Kumar, Anup; Samavedi, Srinivas; Bates, Anthony; Coelho, Rafael; Rocco, Bernardo; Marquinez, Jeff; Jenson, Cathy; Palmer, Kenneth; Patel, Vipul","Use of intra-operative indocyanine green and Firefly® technology to visualize the ‘‘landmark artery’’for nerve sparing robot assisted radical prostatectomy","Eur Urol Suppl","","","","","","2015","2020-03-29 14:53:48","2020-03-29 14:53:48","","61120–4","","14","2","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\5IT46MSV\Kumar et al. - 2015 - Use of intra-operative indocyanine green and Firef.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"273NXVZF","conferencePaper","2012","Roa, Maximo A.; Argus, Max J.; Leidner, Daniel; Borst, Christoph; Hirzinger, Gerd","Power grasp planning for anthropomorphic robot hands","2012 IEEE International Conference on Robotics and Automation","","","","","","2012","2020-03-29 14:53:48","2020-03-29 14:53:48","","563–569","","","","","","","","","","","IEEE","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\QYA2JN68\Roa et al. - 2012 - Power grasp planning for anthropomorphic robot han.pdf; C:\Users\StanS\Zotero\storage\JNKUNABA\6225068.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZUWDQAWC","journalArticle","2017","Mohammed, Abdullah; Schmidt, Bernard; Wang, Lihui","Energy-efficient robot configuration for assembly","Journal of manufacturing science and engineering","","","","","","2017","2020-03-29 14:53:48","2020-03-29 14:53:48","","","","5","139","","","","","","","","","","","","","","","Google Scholar","","Publisher: American Society of Mechanical Engineers Digital Collection","","C:\Users\StanS\Zotero\storage\KW3DW7SV\377556.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39QGS6BH","journalArticle","2014","Seok, Sangok; Wang, Albert; Chuah, Meng Yee Michael; Hyun, Dong Jin; Lee, Jongwoo; Otten, David M.; Lang, Jeffrey H.; Kim, Sangbae","Design principles for energy-efficient legged locomotion and implementation on the MIT cheetah robot","Ieee/asme transactions on mechatronics","","","","","","2014","2020-03-29 14:53:48","2020-03-29 14:53:48","","1117–1129","","3","20","","","","","","","","","","","","","","","Google Scholar","","Publisher: IEEE","","C:\Users\StanS\Zotero\storage\LERD9N6Y\Seok et al. - 2014 - Design principles for energy-efficient legged loco.pdf; C:\Users\StanS\Zotero\storage\6FU8TVXU\6880316.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LPNZDDV","conferencePaper","2008","Wu, Gongping; Xu, Xianjin; Xiao, Hua; Dai, Jinchun; Xiao, Xiaohui; Huang, Zhenglie; Ruan, Liping","A novel self-navigated inspection robot along high-voltage power transmission line and its application","International Conference on Intelligent Robotics and Applications","","","","","","2008","2020-03-29 14:53:48","2020-03-29 14:53:48","","1145–1154","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\CMNGD35M\978-3-540-88518-4_122.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAT9K9ES","journalArticle","2007","Sun, Min; Fan, Shou-Wen","Optimization and Analysis for Gait of Humanoid Robot Based on Energy Consumption Index [J]","Machine Design & Research","","","","","","2007","2020-03-29 14:53:48","2020-03-29 14:53:48","","","","","2","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\StanS\Zotero\storage\RP97WT22\CJFDTotal-JSYY200702017.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTGETZGD","journalArticle","2013","Shepherd, Robert F.; Stokes, Adam A.; Freake, Jacob; Barber, Jabulani; Snyder, Phillip W.; Mazzeo, Aaron D.; Cademartiri, Ludovico; Morin, Stephen A.; Whitesides, George M.","Using explosions to power a soft robot","Angewandte Chemie International Edition","","","","","","2013","2020-03-29 14:53:48","2020-03-29 14:53:48","","2892–2896","","10","52","","","","","","","","","","","","","","","Google Scholar","","Publisher: Wiley Online Library","","C:\Users\StanS\Zotero\storage\SJ24MG9E\Shepherd et al. - 2013 - Using explosions to power a soft robot.pdf; C:\Users\StanS\Zotero\storage\7BACWGX2\anie.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
